Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
461,Dalen Terry,SG,21,CHI,30,295,7.4,.480,.590,.328,3.7,14.7,9.0,15.3,1.0,2.8,18.6,12.7,,-0.1,0.3,0.2,.029,,-4.6,0.7,-3.9,-0.1,terryda01
462,Daniel Theis,C,31,TOT,33,559,14.2,.587,.196,.233,11.2,12.8,12.0,6.9,1.3,4.7,11.3,15.8,,0.8,0.7,1.5,.125,,-1.9,0.3,-1.6,0.1,theisda01
462,Daniel Theis,C,31,IND,1,8,-6.8,.250,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,,0.0,0.0,0.0,-0.261,,-13.2,-7.3,-20.4,0.0,theisda01
462,Daniel Theis,C,31,LAC,32,551,14.5,.595,.195,.239,11.4,13.0,12.2,7.0,1.3,4.8,11.6,15.7,,0.8,0.7,1.5,.130,,-1.7,0.4,-1.3,0.1,theisda01
463,Cam Thomas,SG,22,BRK,35,994,15.0,.540,.317,.263,0.8,9.1,4.9,13.9,1.0,1.0,8.1,31.1,,0.1,0.5,0.6,.030,,-0.4,-2.1,-2.6,-0.1,thomaca02
464,Amen Thompson,SF,21,HOU,25,414,14.5,.529,.235,.379,6.9,20.2,13.6,18.9,2.8,1.8,15.4,19.0,,0.1,0.8,0.9,.100,,-2.3,2.4,0.1,0.2,thompam01
465,Ausar Thompson,SF,21,DET,44,1048,12.4,.508,.223,.254,9.7,22.2,15.8,11.3,1.7,3.1,14.1,16.8,,-0.1,0.9,0.8,.038,,-3.4,0.2,-3.2,-0.3,thompau01
466,Klay Thompson,SF,33,GSW,41,1249,12.9,.571,.604,.152,2.0,10.3,6.1,11.3,0.8,1.6,9.8,23.3,,0.8,0.5,1.4,.053,,0.7,-2.0,-1.2,0.2,thompkl01
467,Tristan Thompson,PF,32,CLE,36,446,14.3,.600,.011,.447,14.8,19.7,17.3,12.1,0.9,2.2,17.0,13.1,,0.6,0.7,1.3,.140,,-1.9,0.9,-1.0,0.1,thomptr01
468,JT Thor,PF,21,CHO,36,524,7.0,.433,.442,.085,7.5,14.0,10.6,3.8,0.7,2.9,7.0,11.9,,-0.2,0.1,-0.1,-0.008,,-4.4,-1.8,-6.2,-0.6,thorjt01
469,Matisse Thybulle,SF,26,POR,43,972,11.0,.584,.790,.080,2.0,8.2,4.9,7.3,3.5,3.2,9.6,10.0,,0.6,1.2,1.8,.087,,-2.3,3.3,1.0,0.7,thybuma01
470,Xavier Tillman Sr.,C,25,MEM,32,646,11.6,.438,.257,.183,8.4,17.0,12.6,12.0,2.8,4.7,11.7,16.4,,-0.6,1.2,0.6,.043,,-4.0,2.1,-1.9,0.0,tillmxa01
471,Jacob Toppin,SF,23,NYK,3,4,16.8,,,,0.0,0.0,0.0,28.9,0.0,23.0,,0.0,,0.0,0.0,0.0,.204,,5.7,7.0,12.7,0.0,toppija01
472,Obi Toppin,PF,25,IND,46,1074,15.9,.682,.416,.185,5.5,14.5,10.0,8.4,1.0,1.7,8.3,16.2,,2.4,0.4,2.8,.126,,1.5,-1.0,0.5,0.7,toppiob01
473,Juan Toscano-Anderson,SF,30,SAC,11,53,2.5,.292,.333,.000,8.3,21.8,14.9,9.0,0.9,1.7,14.3,11.2,,-0.1,0.1,0.0,-0.028,,-8.9,-0.7,-9.6,-0.1,toscaju01
474,Karl-Anthony Towns,PF,28,MIN,44,1459,19.4,.639,.321,.308,5.4,23.7,15.2,14.9,1.0,1.4,14.0,27.3,,2.2,2.7,4.9,.162,,1.9,1.0,2.9,1.8,townska01
475,Gary Trent Jr.,SG,25,TOR,40,1037,10.6,.547,.554,.106,1.0,8.0,4.5,8.5,1.5,0.4,5.6,18.5,,0.3,0.6,0.8,.039,,-1.7,-1.3,-3.0,-0.3,trentga02
476,Oscar Tshiebwe,PF,24,IND,6,34,24.8,.563,.000,.375,20.2,20.5,20.3,7.9,2.7,0.0,0.0,22.7,,0.1,0.0,0.2,.218,,5.3,-2.2,3.1,0.0,tshieos01
477,P.J. Tucker,PF,38,TOT,15,239,5.4,.492,.842,.158,7.9,12.4,10.1,3.8,1.8,1.1,16.4,4.4,,0.1,0.3,0.4,.083,,-4.3,1.0,-3.3,-0.1,tuckepj01
477,P.J. Tucker,PF,38,PHI,3,66,4.6,.600,1.000,.000,1.7,21.6,11.7,0.0,2.2,2.6,28.6,4.5,,0.0,0.1,0.1,.061,,-5.2,1.2,-4.0,0.0,tuckepj01
477,P.J. Tucker,PF,38,LAC,12,173,5.7,.457,.786,.214,10.2,8.9,9.6,5.3,1.7,0.5,11.5,4.4,,0.2,0.2,0.3,.091,,-4.0,0.9,-3.1,0.0,tuckepj01
478,Myles Turner,C,27,IND,45,1235,19.2,.628,.344,.363,7.1,22.5,14.8,6.2,0.9,5.4,9.7,22.9,,2.2,1.1,3.4,.130,,0.8,-0.3,0.5,0.8,turnemy01
479,Hunter Tyson,PF,23,DEN,9,27,-9.0,.143,.857,.000,0.0,24.4,12.5,4.2,0.0,0.0,22.2,14.5,,-0.2,0.0,-0.1,-0.230,,-15.6,-3.1,-18.7,-0.1,tysonhu01
480,Stanley Umude,SG,24,DET,15,155,13.3,.693,.614,.523,2.1,18.5,10.1,6.9,1.2,2.7,15.6,17.4,,0.2,0.1,0.3,.100,,-0.4,0.2,-0.2,0.1,umudest01
481,Jonas Valančiūnas,C,31,NOP,45,1185,20.5,.636,.187,.311,11.2,29.1,20.2,12.6,0.9,4.1,11.6,20.2,,2.8,2.0,4.7,.192,,1.4,0.7,2.1,1.2,valanjo01
482,Jarred Vanderbilt,PF,24,LAL,25,491,9.9,.536,.258,.258,8.2,18.2,13.4,6.7,2.5,0.9,16.9,10.9,,0.1,0.7,0.7,.071,,-3.9,0.8,-3.1,-0.1,vandeja01
483,Fred VanVleet,PG,29,HOU,42,1557,16.6,.561,.566,.220,1.1,9.9,5.6,32.3,1.4,2.5,9.3,19.7,,2.9,1.9,4.8,.148,,2.9,0.8,3.6,2.2,vanvlfr01
484,Devin Vassell,SG,23,SAS,40,1244,15.5,.577,.474,.208,1.3,11.0,6.1,17.1,1.7,0.6,7.6,22.6,,1.1,0.7,1.8,.069,,0.6,-1.1,-0.5,0.5,vassede01
485,Sasha Vezenkov,PF,28,SAC,33,419,13.8,.576,.608,.063,7.9,15.1,11.4,4.6,1.7,1.5,6.3,17.6,,0.4,0.4,0.8,.092,,0.1,-1.1,-0.9,0.1,vezenal01
486,Gabe Vincent,PG,27,LAL,5,127,6.0,.411,.531,.063,1.8,2.5,2.2,14.9,2.3,0.0,5.7,11.8,,-0.1,0.1,0.0,.015,,-5.6,1.4,-4.2,-0.1,vincega01
487,Nikola Vučević,C,33,CHI,41,1387,17.1,.529,.261,.093,8.7,26.8,17.5,16.5,1.0,2.2,9.0,22.8,,1.0,1.8,2.8,.097,,0.3,-0.2,0.0,0.7,vucevni01
488,Dean Wade,PF,27,CLE,36,794,10.5,.622,.852,.117,4.4,18.1,11.3,4.8,2.0,1.1,9.1,10.2,,0.8,1.3,2.1,.129,,-1.7,2.2,0.4,0.5,wadede01
489,Franz Wagner,SF,22,ORL,37,1225,17.4,.564,.302,.288,3.6,16.0,9.7,19.3,1.6,1.0,9.5,26.2,,1.4,1.6,3.1,.120,,1.0,0.3,1.3,1.0,wagnefr01
490,Moritz Wagner,C,26,ORL,43,811,19.9,.668,.232,.395,9.1,18.2,13.6,11.2,1.3,1.5,12.0,22.0,,2.0,1.1,3.1,.183,,1.6,0.5,2.1,0.8,wagnemo01
491,Ish Wainright,SF,29,POR,7,46,10.1,.530,.889,.111,0.0,23.6,11.0,0.0,2.1,2.0,5.0,18.3,,0.0,0.1,0.0,.049,,-1.5,0.6,-0.9,0.0,wainris01
492,Jabari Walker,SF,21,POR,41,871,14.3,.573,.313,.390,9.4,24.5,16.4,6.2,1.5,1.8,10.9,16.5,,0.9,0.9,1.8,.099,,-2.1,-0.4,-2.5,-0.1,walkeja01
493,Jarace Walker,PF,20,IND,15,165,14.6,.552,.469,.109,5.5,14.1,9.8,15.0,2.5,2.4,10.7,18.8,,0.1,0.1,0.3,.082,,0.6,0.2,0.8,0.1,walkeja02
494,Lonnie Walker IV,SG,25,BRK,26,476,16.9,.622,.538,.162,1.1,12.1,6.4,11.7,1.7,1.7,11.0,25.2,,0.4,0.4,0.8,.083,,2.4,-0.5,1.9,0.5,walkelo01
495,Cason Wallace,SG,20,OKC,45,949,11.6,.637,.522,.103,3.6,8.2,6.0,8.4,1.7,2.0,8.7,12.1,,1.3,1.1,2.4,.119,,-0.7,0.6,-0.1,0.5,wallaca01
496,Jordan Walsh,SF,19,BOS,2,6,8.8,.000,1.000,.000,0.0,84.9,44.4,18.7,0.0,0.0,0.0,7.2,,0.0,0.0,0.0,.061,,-4.4,4.1,-0.3,0.0,walshjo01
497,P.J. Washington,PF,25,CHO,37,1055,12.3,.540,.494,.180,4.4,16.6,10.2,11.6,1.4,2.5,11.1,20.0,,0.0,0.5,0.5,.025,,-2.0,-1.0,-3.0,-0.3,washipj01
498,TyTy Washington Jr.,PG,22,MIL,2,6,0.6,.500,.667,.000,0.0,17.5,9.1,0.0,7.9,0.0,40.0,35.2,,-0.1,0.0,0.0,-0.361,,-11.3,0.3,-11.0,0.0,washity02
499,Yuta Watanabe,SF,29,PHO,26,373,4.8,.487,.785,.161,3.6,9.9,6.9,3.4,0.9,1.7,13.1,13.3,,-0.3,0.2,0.0,-0.006,,-4.9,-1.7,-6.5,-0.4,watanyu01
500,Lindy Waters III,SG,26,OKC,16,116,10.7,.618,.947,.000,1.0,10.1,5.8,10.9,0.0,1.6,5.0,14.9,,0.2,0.1,0.3,.106,,0.1,-1.3,-1.2,0.0,waterli01
501,Trendon Watford,PF,23,BRK,31,379,16.8,.602,.207,.215,8.0,17.5,12.6,19.2,1.9,1.7,14.5,19.4,,0.6,0.4,1.0,.123,,-0.4,1.1,0.7,0.3,watfotr01
502,Peyton Watson,SF,21,DEN,44,771,12.3,.559,.381,.255,3.6,13.2,8.5,7.2,1.4,4.5,8.9,16.4,,0.4,1.0,1.4,.086,,-2.1,0.5,-1.6,0.1,watsope01
503,Victor Wembanyama,C,20,SAS,39,1111,21.7,.557,.306,.300,8.4,30.0,19.0,17.1,1.8,9.5,15.2,31.9,,-0.7,2.0,1.3,.056,,0.6,1.8,2.4,1.2,wembavi01
504,Blake Wesley,SG,20,SAS,24,271,10.5,.511,.208,.319,2.7,8.4,5.5,27.4,1.7,0.6,13.7,14.7,,0.1,0.1,0.3,.047,,-4.3,-0.5,-4.8,-0.2,weslebl01
505,Russell Westbrook,PG,35,LAC,43,997,17.4,.529,.238,.247,8.1,20.3,14.4,28.7,2.4,1.8,16.6,24.4,,0.6,1.5,2.1,.100,,0.7,1.4,2.1,1.0,westbru01
506,Coby White,PG,23,CHI,46,1644,15.0,.589,.482,.215,1.6,13.2,7.2,20.9,0.9,0.8,11.7,22.3,,2.0,1.2,3.2,.093,,1.0,-0.9,0.2,0.9,whiteco01
507,Derrick White,SG,29,BOS,41,1318,17.3,.618,.568,.220,2.5,10.8,6.9,20.8,1.6,3.2,11.4,19.5,,2.8,2.0,4.8,.173,,2.6,1.6,4.2,2.1,whitede01
508,Cam Whitmore,SF,19,HOU,21,330,17.4,.587,.461,.224,4.0,20.5,12.3,4.0,2.1,1.4,7.2,25.5,,0.2,0.5,0.7,.104,,0.5,-0.2,0.3,0.2,whitmca01
509,Aaron Wiggins,SG,25,OKC,42,543,15.1,.704,.309,.191,5.5,13.3,9.6,8.7,1.6,0.9,11.3,14.8,,1.1,0.7,1.8,.158,,0.6,0.0,0.6,0.4,wiggiaa01
510,Andrew Wiggins,SF,28,GSW,38,1008,9.7,.502,.298,.244,7.1,10.1,8.6,8.2,0.6,1.5,10.5,21.1,,-0.2,0.4,0.1,.006,,-3.1,-2.4,-5.6,-0.9,wiggian01
511,Lindell Wigginton,PG,25,MIL,3,8,5.7,.510,.400,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,36.3,,0.0,0.0,0.0,-0.153,,-14.6,-9.3,-23.9,0.0,wiggili01
512,Brandon Williams,PG,24,DAL,6,35,17.7,.575,.308,.462,6.1,9.5,7.8,24.7,1.4,2.5,11.3,21.4,,0.1,0.0,0.1,.106,,1.9,-0.6,1.3,0.0,willibr03
513,Grant Williams,PF,25,DAL,41,1076,8.2,.555,.678,.167,3.8,10.9,7.3,8.6,0.8,2.0,12.4,13.3,,0.4,0.6,1.0,.044,,-2.7,-0.9,-3.5,-0.4,willigr01
514,Jalen Williams,PF,22,OKC,42,1344,18.2,.626,.231,.245,2.0,11.9,7.3,20.2,1.7,1.5,10.6,22.4,,2.6,1.7,4.3,.155,,1.6,0.4,2.0,1.3,willija06
515,Jaylin Williams,C,21,OKC,37,432,11.5,.541,.649,.140,4.7,23.8,14.8,12.9,1.7,2.2,11.0,13.6,,0.3,0.8,1.1,.119,,-1.4,1.8,0.5,0.3,willija07
516,Jeenathan Williams,SG,24,HOU,7,55,12.3,.496,.130,.217,9.9,1.9,5.9,8.1,1.8,0.0,3.8,20.5,,0.0,0.0,0.1,.074,,-2.4,-0.8,-3.2,0.0,willije02
517,Kenrich Williams,PF,29,OKC,34,511,12.0,.579,.515,.076,5.8,15.8,11.1,11.4,2.0,0.9,9.9,12.8,,0.5,0.7,1.3,.120,,-0.7,0.9,0.2,0.3,willike04
518,Mark Williams,C,22,CHO,19,508,22.3,.675,.000,.424,15.9,25.1,20.2,6.6,1.5,3.6,8.7,16.7,,1.6,0.4,2.0,.187,,1.4,-1.0,0.4,0.3,willima07
519,Patrick Williams,PF,22,CHI,43,1174,11.0,.553,.412,.184,4.2,11.7,7.9,7.9,1.7,2.9,12.8,16.6,,0.1,1.2,1.3,.053,,-2.4,0.0,-2.3,-0.1,willipa01
520,Robert Williams,C,26,POR,6,119,17.0,.684,.000,.346,9.7,27.4,17.9,6.3,2.9,5.3,18.9,13.1,,0.1,0.2,0.4,.142,,-2.5,2.8,0.4,0.1,williro04
521,Vince Williams Jr.,SG,23,MEM,35,858,12.4,.603,.688,.337,5.3,19.3,12.1,12.7,1.5,2.5,14.5,13.7,,0.8,1.2,2.0,.113,,-1.7,1.4,-0.4,0.4,willivi01
522,Ziaire Williams,SF,22,MEM,43,815,9.2,.509,.507,.195,3.9,16.1,9.8,11.3,1.6,1.0,14.4,20.1,,-0.8,1.0,0.2,.011,,-4.2,-0.3,-4.5,-0.5,willizi02
523,Zion Williamson,PF,23,NOP,36,1091,22.2,.618,.019,.452,6.5,13.9,10.2,26.2,1.5,1.3,12.5,28.6,,2.4,1.3,3.6,.160,,3.2,0.3,3.6,1.5,willizi01
524,Jalen Wilson,PF,23,BRK,11,104,19.9,.635,.250,.469,15.1,9.6,12.4,12.2,1.4,0.9,7.2,17.1,,0.4,0.1,0.4,.206,,2.4,-1.1,1.3,0.1,wilsoja03
525,Dylan Windler,SF,27,TOT,4,12,19.4,1.000,1.000,.000,0.0,9.1,4.6,23.7,0.0,0.0,0.0,10.7,,0.1,0.0,0.1,.288,,6.2,3.4,9.6,0.0,windldy01
525,Dylan Windler,SF,27,NYK,3,7,15.3,.750,1.000,.000,0.0,15.6,7.9,19.8,0.0,0.0,0.0,12.1,,0.0,0.0,0.0,.238,,3.5,3.9,7.5,0.0,windldy01
525,Dylan Windler,SF,27,LAL,1,5,25.3,1.500,1.000,.000,0.0,0.0,0.0,29.1,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,.359,,10.0,2.6,12.6,0.0,windldy01
526,James Wiseman,C,22,DET,29,424,15.2,.679,.018,.298,10.6,21.3,15.8,6.1,0.4,3.9,16.2,15.3,,0.6,0.2,0.8,.091,,-2.3,-1.2,-3.5,-0.2,wisemja01
527,Christian Wood,PF,28,LAL,40,739,12.4,.580,.446,.376,5.2,27.2,16.6,7.8,0.7,3.8,15.3,17.1,,0.0,1.0,1.0,.067,,-2.5,0.0,-2.5,-0.1,woodch01
528,Delon Wright,PG,31,WAS,23,372,13.8,.483,.303,.273,2.8,11.1,6.9,23.5,3.8,1.3,8.3,13.7,,0.3,0.3,0.6,.078,,-2.4,2.1,-0.3,0.2,wrighde01
529,Thaddeus Young,PF,35,TOR,17,223,16.7,.580,.068,.153,8.7,14.1,11.4,21.8,3.5,0.8,10.0,13.4,,0.4,0.3,0.7,.153,,-0.5,2.3,1.8,0.2,youngth01
530,Trae Young,PG,25,ATL,40,1450,20.9,.580,.457,.419,1.4,7.6,4.4,45.0,1.9,0.5,15.5,31.1,,3.2,0.4,3.6,.119,,5.2,-2.2,3.0,1.8,youngtr01
531,Omer Yurtseven,C,25,UTA,25,257,11.7,.529,.197,.132,15.1,28.5,21.9,6.9,0.7,3.4,21.5,16.5,,-0.1,0.3,0.2,.033,,-4.0,-0.7,-4.7,-0.2,yurtsom01
532,Cody Zeller,C,31,NOP,32,268,11.7,.473,.060,.660,15.3,20.5,17.9,15.1,0.9,1.5,14.6,12.1,,0.3,0.3,0.6,.116,,-2.9,0.1,-2.8,-0.1,zelleco01
533,Ivica Zubac,C,26,LAC,38,1030,19.7,.665,.000,.342,14.2,26.3,20.5,6.6,0.4,4.6,10.9,16.8,,2.7,1.5,4.1,.192,,0.7,-0.1,0.6,0.7,zubaciv01
